,classs,displayid,dps,flags2,id,level,name,reqlevel,slot,slotbak,speed,subclass,firstseenpatch,popularity,contentPhase,side,reqclass,armor,commondrop,reqrace
154,2,22140,24.06,8192,2534,44,7Rondel,39,13,13,1.60,15, 0,66,1,,,,,
155,2,16130,30.33,8192,7947,51,6Ebon Shiv,46,13,13,1.50,15, 0,65,1,,,,,
156,2,32074,35.00,8192,19543,53,5Scout's Blade,48,13,13,1.70,15, 0,64,3,,,,,
157,2,20604,11.05,8192,6333,22,6Spikelash Dagger,17,13,13,1.90,15, 0,64,1,,,,,
158,2,20414,9.06,8192,3581,18,6Serrated Knife,12,13,13,1.60,15, 0,61,1,2,,,,
159,2,6447,7.50,8192,1287,15,6Giant Tarantula Fang,10,13,13,1.40,15, 0,61,1,,,,,
160,2,35244,41.48,8192,22803,81,4Midnight Haze,60,13,13,1.80,15, 0,60,6,,,,,
161,2,3550,4.06,8192,5605,10,7Pruning Knife,4,13,13,1.60,15, 0,60,1,1,,,,
162,2,32075,35.00,8192,19547,53,5Sentinel's Blade,48,13,13,1.70,15, 0,57,3,,,,,
163,2,22142,8.46,8192,2208,19,7Poniard,14,13,13,1.30,15, 0,56,1,,,,,
164,2,6468,12.81,8192,3786,39,8Shiny Dirk,34,13,13,1.60,15, 0,53,1,,,,true,
165,2,20603,6.00,8192,4947,11,6Jagged Dagger,4,13,13,1.50,15, 0,53,1,2,,,,
166,2,22139,10.94,8192,2209,24,7Kris,19,13,13,1.60,15, 0,52,1,,,,,
167,2,20598,9.64,8192,2235,19,6Brackclaw,14,13,13,1.40,15, 0,49,1,,,,,
168,2,33069,35.28,8192,20647,59,6Black Crystal Dagger,54,21,21,1.80,15, 0,44,4,,,,,
169,2,8028,5.00,8192,5516,16,8Threshadon Fang,11,13,13,1.50,15, 0,43,1,,,,true,
170,2,6433,2.50,8192,4565,6,7Simple Dagger,,13,13,1.80,15, 0,43,1,,,,,
171,2,32439,41.00,8192,19965,68,5Wushoolay's Poker,60,21,21,1.60,15, 0,42,4,,,,,
172,2,22141,16.56,8192,2526,34,7Main Gauche,29,13,13,1.60,15, 0,42,1,,,,,
173,2,20427,7.00,8192,2266,13,6Stonesplinter Dagger,8,13,13,1.50,15, 0,42,1,,,,,
174,2,20399,8.93,8192,1936,18,6Goblin Screwdriver,13,13,13,1.40,15, 0,40,1,,,,,
175,2,13848,5.00,8192,7166,11,7Copper Dagger,6,13,13,1.50,15, 0,38,1,,,,,
176,2,26602,7.00,8192,15396,14,6Curvewood Dagger,12,13,13,1.50,15, 0,36,1,1,,,,
177,2,20451,6.76,8192,2218,13,6Craftsman's Dagger,8,13,13,1.70,15, 0,36,1,1,,,,
178,2,20470,5.00,8192,2225,11,7Sharp Kitchen Knife,9,13,13,1.50,15, 0,36,1,1,,,,
179,2,6437,4.29,8192,2763,14,8Fisherman Knife,9,13,13,1.40,15, 0,35,1,,,,true,
180,2,6470,8.67,8192,820,17,6Slicer Blade,12,13,13,1.50,15, 0,33,1,,,,,
181,2,6455,7.50,8192,2088,15,6Long Crawler Limb,10,13,13,1.60,15, 0,31,1,,,,,
182,2,22135,1.25,8192,2139,3,7Dirk,,13,13,1.60,15, 0,29,1,,,,,
183,2,20569,22.33,8192,5742,40,6Gemstone Dagger,35,13,13,1.50,15, 0,28,1,,,,,
184,2,20398,7.65,8192,7327,15,6Thun'grim's Dagger,10,13,13,1.70,15, 0,25,1,2,1,,,
185,2,4119,19.06,8192,13822,53,8Spiked Dagger,48,13,13,1.60,15, 0,22,1,,,,true,
186,2,20599,5.36,8192,3445,12,7Ceremonial Knife,5,13,13,1.40,15, 0,21,1,2,,,,
187,2,20534,1.00,8192,2787,3,7Trogg Dagger,,13,13,1.50,15, 0,21,1,,,,,
188,2,6445,8.93,8192,2766,29,8Deft Stiletto,24,13,13,1.40,15, 0,20,1,,,,true,
189,2,20383,7.06,8192,2765,23,8Hunting Knife,18,13,13,1.70,15, 0,20,1,,,,true,
190,2,6472,6.00,8192,816,11,6Small Hand Blade,6,13,13,1.50,15, 0,20,1,,,,,
191,2,6432,1.88,8192,3268,5,7Forsaken Dagger,2,13,13,1.60,15, 0,20,1,2,,,,
192,2,4119,15.36,8192,4023,44,8Fine Pointed Dagger,39,13,13,1.40,15, 0,18,1,,,,true,
193,2,6442,1.43,8192,2484,4,7Small Knife,,13,13,1.40,15, 0,16,1,,,,,
194,2,6444,5.36,8192,2764,18,8Small Dagger,13,13,13,1.40,15, 0,14,1,,,,true,
195,2,20601,7.65,8192,6980,15,6Haggard's Dagger,10,13,13,1.70,15, 0,13,1,1,1,,,
196,2,20606,7.65,8192,6981,15,6Umbral Dagger,10,13,13,1.70,15, 0,12,1,1,1,,,
197,2,20602,7.65,8192,7116,15,6Heirloom Dagger,10,13,13,1.70,15, 0,12,1,2,1,,,
198,2,6442,1.07,8192,3296,3,7Deadman Dagger,,13,13,1.40,15, 0,11,1,,,,,
199,2,6442,0.94,8192,2092,2,7Worn Dagger,,13,13,1.60,15, 0,11,1,,,,,
200,2,20400,7.65,8192,6969,15,6Elunite Dagger,10,13,13,1.70,15, 0,10,1,1,1,,,
201,2,20607,9.38,8192,3222,19,6Wicked Dagger,14,13,13,1.60,15, 0,9,1,,,,,
202,2,3006,4.33,8192,4302,10,7Small Green Dagger,5,13,13,1.50,15, 0,9,1,,,,,
203,2,6472,3.21,8192,10547,8,7Camping Knife,2,13,13,1.40,15, 0,9,1,1,,,,
204,2,6460,2.06,8192,2138,7,8Sharpened Letter Opener,2,13,13,1.70,15, 0,9,1,,,,true,
205,2,6432,1.88,8192,2195,5,7Anvilmar Knife,1,13,13,1.60,15, 0,8,1,1,,,,
206,2,6437,2.00,8192,2137,5,7Whittling Knife,1,13,13,1.50,15, 0,8,1,2,,,,
207,2,6457,2.06,8192,4925,5,7Primitive Hand Blade,2,13,13,1.70,15, 0,8,1,2,,,,
208,2,6437,3.75,8192,3225,9,7Bloodstained Knife,4,13,13,1.60,15, 0,7,1,,,,,
209,2,6432,2.06,8192,5392,5,7Thistlewood Dagger,3,13,13,1.70,15, 0,7,1,1,,,,
210,2,13908,4.41,8192,4840,10,7Long Bayonet,7,13,13,1.70,15, 0,6,1,1,,,,
211,2,6444,3.00,8192,2502,7,7Scuffed Dagger,2,13,13,1.50,15, 0,5,1,,,,,
212,2,6432,2.00,8192,2224,5,7Militia Dagger,2,13,13,1.50,15, 0,5,1,1,,,,
213,2,20441,9.00,8192,2664,18,6Spinner Fang,13,13,13,1.50,15, 0,4,1},,,,,
214,2,30595,48.00,8192,18203,66,4Eskhandar's Right Claw,60,21,21,1.50,13, 0,1093,1,,,,,
215,2,23270,33.93,8192,11603,51,5Vilerend Slicer,46,21,21,1.40,13, 0,659,1,,,,,
216,2,35818,71.67,8192,23242,88,4Claw of the Frost Wyrm,60,22,22,1.50,13, 0,516,6,,,,,
217,2,3007,16.47,8192,2942,26,5Iron Knuckles,21,13,13,1.70,13, 0,497,1,,,,,
218,2,29915,34.44,8192,17738,52,5Claw of Celebras,47,22,22,1.80,13, 0,485,1,,,,,
219,2,30594,48.00,8192,18202,66,4Eskhandar's Left Claw,60,22,22,1.50,13, 0,452,2,,,,,
220,2,15720,16.56,8192,7683,34,7Bloody Brass Knuckles,29,13,13,1.60,13, 0,218,1,,,,,
221,2,32615,42.00,8192,19910,65,4Arlokk's Grasp,60,22,22,1.50,13, 0,196,4,,,,,
222,2,23271,39.23,8192,12795,60,5Blood Talon,55,21,21,1.30,13, 0,153,1,,,,,
223,2,31880,56.35,8192,19365,75,4Claw of the Black Drake,60,21,21,2.60,13, 0,152,3,,,,,
224,2,32776,47.05,8192,19896,65,4Thekal's Grasp,60,21,21,2.20,13, 0,137,4,,,,,
225,2,23742,40.00,8192,22317,61,5Lefty's Brass Knuckle,56,13,13,1.50,13, 0,130,5,,,,,
226,2,26593,11.67,8192,15903,25,7Right-Handed Claw,20,21,21,1.50,13, 0,118,1,,,,,
227,2,21855,31.07,8192,11863,52,6White Bone Shredder,48,22,22,1.40,13, 0,117,1,2,,,,
228,2,34296,57.50,8192,21673,76,4Silithid Claw,60,21,21,1.60,13, 0,95,5,,,,,
229,2,23742,39.44,8192,13198,60,5Hurd Smasher,55,13,13,1.80,13, 0,91,1,,,,,
230,2,26592,6.79,8192,15905,15,7Right-Handed Brass Knuckles,10,21,21,1.40,13, 0,90,1,,,,,
231,2,31754,59.48,8192,18844,78,4High Warlord's Right Claw,60,21,21,2.90,13, 0,80,2,,,,,
232,2,34896,40.19,8192,22404,61,5Willey's Back Scratcher,56,21,21,2.60,13, 0,68,5,,,,,
233,2,21715,36.67,8192,11744,56,5Bloodfist,51,13,13,1.50,13, 0,65,1,,,,,
234,2,32033,59.48,8192,18843,78,4Grand Marshal's Right Hand Blade,60,21,21,2.90,13, 0,63,2,,,,,
235,2,26597,17.33,8192,15909,35,7Left-Handed Blades,30,22,22,1.50,13, 0,49,1,,,,,
236,2,32032,59.48,8192,18847,78,4Grand Marshal's Left Hand Blade,60,22,22,2.90,13, 0,44,2,,,,,
237,2,24109,38.89,8192,13399,59,5Gargoyle Shredder Talons,54,22,22,1.80,13, 0,44,1,,,,,
238,2,31752,59.48,8192,18848,78,4High Warlord's Left Claw,60,22,22,2.90,13, 0,42,2,,,,,
239,2,26592,6.79,8192,15906,15,7Left-Handed Brass Knuckles,10,22,22,1.40,13, 0,39,1,,,,,
240,2,26594,11.67,8192,15907,25,7Left-Handed Claw,20,22,22,1.50,13, 0,35,1,,,,,
241,2,26596,17.33,8192,15904,35,7Right-Handed Blades,30,21,21,1.50,13, 0,31,1,,,,,
242,2,30813,35.83,8192,18462,60,6Jagged Bone Fist,55,21,21,1.80,13, 0,29,2,,,,,
243,2,21714,32.86,8192,11743,55,6Rockfist,50,13,13,1.40,13, 0,29,1},,,,,
244,2,19235,35.33,8192,871,47,4Flurry Axe,42,13,13,1.50,0, 0,5069,1,,,,,
245,2,28849,41.47,8192,12798,63,5Annihilator,58,21,21,1.70,0, 0,3681,1,,,,,
246,2,19137,41.48,8192,811,57,4Axe of the Deep Woods,52,21,21,2.70,0, 0,3170,1,,,,,
247,2,19210,25.83,8192,7761,38,5Steelclaw Reaver,33,21,21,1.80,0, 0,1798,1,,,,,
248,2,23236,36.43,8192,12774,55,5Dawn's Edge,50,13,13,2.10,0, 0,1494,1,,,,,
249,2,29161,56.38,8192,17068,75,4Deathbringer,60,13,13,2.90,0, 0,1398,1,,,,,
250,2,31189,40.59,8192,18737,62,5Bone Slicing Hatchet,57,13,13,1.70,0, 0,1338,1,,,,,
251,2,7494,16.05,8192,9608,31,6Shoni's Disarming Tool,20,22,22,1.90,0, 0,922,1,1,,,,
252,2,8489,26.54,8192,1602,39,5Sickle Axe,34,13,13,2.60,0, 0,795,1,,,,,
253,2,13913,11.05,8192,5196,22,6Smite's Reaver,17,13,13,1.90,0, 0,794,1,,,,,
254,2,25597,23.96,8192,6692,36,5Pronged Reaver,31,13,13,2.40,0, 0,778,1,,,,,
255,2,28748,40.00,8192,13015,61,5Serathil,56,13,13,1.90,0, 0,736,3,,,100,,
