classs,flags2,id,level,name,slot,subclass,firstseenpatch,displayid,dmgrange,manargn,popularity,bop,spi,sta,agi,cooldown,sellprice,side,maxcount,reqlevel,mana,splheal,firsplpwr,armor,int,buyprice,reqskill,reqskillrank,health,mlehastepct,sheathtype,str,reqclass,classes,mlecritstrkpct,rgdcritstrkpct,dodgepct,commondrop,avgbuyout,contentPhase,slotbak,rgdhastepct,dmg,blockpct,frosplpwr,shasplpwr,c,c2,n,t,ti,sourcemore,icon,s,healthrgn,z,splpwr,dd,subsubclass,bd,q,speed,def,reqfaction,reqrep,splcritstrkpct,spldmg,mlehitpct,rgdhitpct,mleatkpwr,blockamount,rgdatkpwr,atkpwr,splhitpct
0,8192,22287,1,7Parcel of Cards,0,0, 0,34740,1.00,,6,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22286,1,7Ironforge Pledge Collection,0,0, 0,34739,1.00,,6,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22177,1,7Freshly Picked Flowers,0,0, 0,7328,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22171,1,7Gift of Friendship,0,0, 0,34542,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22168,1,7Gift of Friendship,0,0, 0,34674,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22167,1,7Gift of Friendship,0,0, 0,34674,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22166,1,7Gift of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22164,1,7Gift of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22158,1,7Pledge of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22157,1,7Pledge of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22156,1,7Pledge of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22155,1,7Pledge of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22154,1,7Pledge of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22145,1,7Guardian's Moldy Card,0,0, 0,34736,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22142,1,7Grunt's Card,0,0, 0,34736,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22121,1,7Pledge of Loyalty,0,0, 0,34751,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22120,1,7Pledge of Loyalty,0,0, 0,34752,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22026,1,7zzOLD - QAEnchant 2H Weapon +9 Damage,0,0, 0,7899,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21980,1,7Gift of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21979,1,7Gift of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21975,1,7Pledge of Adoration,0,0, 0,34538,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21964,1,7[PH] Valentine Quest Item-UncommonDarnassus,0,0, 0,12310,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21963,1,7[PH] Valentine Quest Item-UncommonIronforge,0,0, 0,12310,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21747,1,7Festival Firecracker,0,0, 0,34363,1.00,,6,0,,,,2000,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21719,1,7Large White Rocket Cluster,0,0, 0,34359,1.00,,6,0,,,,1000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21718,1,7Large Red Rocket Cluster,0,0, 0,34358,1.00,,6,0,,,,1000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21717,1,7Large Purple Rocket Cluster,0,0, 0,34357,1.00,,6,0,,,,1000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21593,1,7Large White Rocket,0,0, 0,34290,1.00,,6,0,,,,1000,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21591,1,7Large Purple Rocket,0,0, 0,34287,1.00,,6,0,,,,1000,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21576,1,7Red Rocket Cluster,0,0, 0,34275,1.00,,6,0,,,,1000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21575,1,7Purple Rocket Cluster,0,0, 0,34273,1.00,,6,0,,,,1000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21574,1,7Green Rocket Cluster,0,0, 0,34272,1.00,,6,0,,,,1000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,16282,1,7Bundle of Hides,0,0, 0,7382,1.00,,6,0,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6812,1,7Case of Elunite,0,0, 0,13100,1.00,,6,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17196,5,7Holiday Spirits,0,5, 0,18079,1.00,,6,0,,,,,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,7808,5,7Chocolate Square,0,5, 0,15965,1.00,,6,0,2,2,,1000,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
