classs,flags2,id,level,name,reqclass,reqlevel,slot,subclass,firstseenpatch,classes,displayid,dmgrange,sellprice,popularity,bop,skill,reqskill,reqskillrank,contentPhase,avgbuyout,commondrop,reqspell,buyprice,n,t,ti,z,sourcemore,c2,reqfaction,reqrep,c,dd,maxcount,bd,side
9,8192,4284,38,7Codex of Holy Smite VI,16,38,0,0, 0,16,1143,1.00,4500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4275,38,7Codex of Mind Rot,16,38,0,0, 0,16,1143,1.00,4250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4184,38,7Tablet of Molten Blast V,64,38,0,0, 0,64,5563,1.00,4500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4182,38,7Tablet of Unyielding Will III,64,38,0,0, 0,64,5563,1.00,4250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9230,40,7Grimoire of Curse of Recklessness III,256,40,0,0, 0,256,1246,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9183,40,7Tablet of Chain Heal,64,40,0,0, 0,64,5563,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9105,40,7Tablet of Healing Wave VII,64,40,0,0, 0,64,5563,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9104,40,7Tablet of Searing Totem IV,64,40,0,0, 0,64,5563,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9102,40,7Tablet of Chain Lightning II,64,40,0,0, 0,64,5563,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8991,40,7Codex of Inner Fire IV,16,40,0,0, 0,16,1143,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8989,40,7Codex of Fade IV,16,40,0,0, 0,16,1143,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8988,40,7Codex of Mana Burn III,16,40,0,0, 0,16,1143,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8986,40,7Codex of Shackle Undead II,16,40,0,0, 0,16,1143,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8903,40,7Book of Moonfire VII,1024,40,0,0, 0,1024,1317,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8899,40,7Tome of Scorch IV,128,40,0,0, 0,128,1103,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8849,40,7Tome of Arcane Missiles V,128,40,0,0, 0,128,1103,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8848,40,7Tome of Flamestrike IV,128,40,0,0, 0,128,1103,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8843,40,7Tome of Fire Ward III,128,40,0,0, 0,128,1103,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8778,40,7Book of Rejuvenation VII,1024,40,0,0, 0,1024,1317,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5728,40,7Grimoire of Rain of Fire II,256,40,0,0, 0,256,1246,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5727,40,7Grimoire of Mana Funnel,256,40,0,0, 0,256,1246,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4283,40,7Codex of Sleep III,16,40,0,0, 0,16,1143,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4221,40,7Grimoire of Detect Invisibility,256,40,0,0, 0,256,1246,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4154,40,7Tome of Slow II,128,40,0,0, 0,128,1103,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3118,40,7Codex of Greater Heal,16,40,0,0, 0,16,1143,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1603,40,7Tablet of Call Spirit II,64,40,0,0, 0,64,5563,1.00,5000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9128,42,7Tablet of Fire Nova Totem IV,64,42,0,0, 0,64,5563,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9127,42,7Tablet of Fire Resistance Totem II,64,42,0,0, 0,64,5563,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9126,42,7Tablet of Flametongue Totem II,64,42,0,0, 0,64,5563,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9124,42,7Tablet of Lightning Shock II,64,42,0,0, 0,64,5563,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9123,42,7Tablet of Lightning Bolt VI,64,42,0,0, 0,64,5563,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8995,42,7Codex of Holy Word: Shield VII,16,42,0,0, 0,16,1143,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8993,42,7Codex of Shadow Protection II,16,42,0,0, 0,16,1143,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8907,42,7Book of Starfire IV,1024,42,0,0, 0,1024,1317,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8905,42,7Book of Regrowth VI,1024,42,0,0, 0,1024,1317,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8854,42,7Tome of Cone of Cold III,128,42,0,0, 0,128,1103,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8779,42,7Book of Faerie Fire III,1024,42,0,0, 0,1024,1317,1.00,5500,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9130,44,7Tablet of Nature Resistance Totem II,64,44,0,0, 0,64,5563,1.00,6250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9000,44,7Codex of Renew VII,16,44,0,0, 0,16,1143,1.00,6250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8999,44,7Codex of Flash Heal V,16,44,0,0, 0,16,1143,1.00,6250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8998,44,7Codex of Mind Vision II,16,44,0,0, 0,16,1143,1.00,6250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8997,44,7Codex of Mind Control II,16,44,0,0, 0,16,1143,1.00,6250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9132,46,7Tablet of Molten Blast VI,64,46,0,0, 0,64,5563,1.00,7000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9003,46,7Codex of Holy Smite VII,16,46,0,0, 0,16,1143,1.00,7000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8906,46,7Book of Rejuvenation VIII,1024,46,0,0, 0,1024,1317,1.00,6250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8904,46,7Book of Moonfire VIII,1024,46,0,0, 0,1024,1317,1.00,7000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8784,46,7Book of Wrath VII,1024,46,0,0, 0,1024,1317,1.00,7000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9141,48,7Tablet of Stoneclaw Totem V,64,48,0,0, 0,64,5563,1.00,7750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9138,48,7Tablet of Magma Totem III,64,48,0,0, 0,64,5563,1.00,7750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9137,48,7Tablet of Lightning Shield VI,64,48,0,0, 0,64,5563,1.00,7750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9005,48,7Codex of Mana Burn IV,16,48,0,0, 0,16,1143,1.00,7750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8864,48,7Tome of Flamestrike V,128,48,0,0, 0,128,1103,1.00,7750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8861,48,7Tome of Conjure Mana Gem III,128,48,0,0, 0,128,1103,1.00,7750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8860,48,7Tome of Fireball IX,128,48,0,0, 0,128,1103,1.00,7750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9148,50,7Tablet of Flametongue Weapon IV,64,50,0,0, 0,64,5563,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9146,50,7Tablet of Searing Totem V,64,50,0,0, 0,64,5563,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9145,50,7Tablet of Lightning Bolt VII,64,50,0,0, 0,64,5563,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9012,50,7Codex of Renew VIII,16,50,0,0, 0,16,1143,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9007,50,7Codex of Fade V,16,50,0,0, 0,16,1143,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8937,50,7Libram: Lay on Hands III,2,50,0,0, 0,2,1155,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8869,50,7Tome of Fire Ward IV,128,50,0,0, 0,128,1103,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8866,50,7Tome of Cone of Cold IV,128,50,0,0, 0,128,1103,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8783,50,7Book of Healing Touch IX,1024,50,0,0, 0,1024,1317,1.00,8750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9152,52,7Tablet of Fire Nova Totem V,64,52,0,0, 0,64,5563,1.00,10000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9013,52,7Codex of Greater Heal III,16,52,0,0, 0,16,1143,1.00,10000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8874,52,7Tome of Scorch VI,128,52,0,0, 0,128,1103,1.00,10000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9018,54,7Codex of Holy Word: Shield IX,16,54,0,0, 0,16,1143,1.00,11000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8880,54,7Tome of Arcane Explosion VI,128,54,0,0, 0,128,1103,1.00,11000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8877,54,7Tome of Fireball X,128,54,0,0, 0,128,1103,1.00,11000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9168,56,7Tablet of Healing Wave IX,64,56,0,0, 0,64,5563,1.00,12000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9166,56,7Tablet of Mana Font Totem IV,64,56,0,0, 0,64,5563,1.00,12000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9165,56,7Tablet of Flametongue Totem III,64,56,0,0, 0,64,5563,1.00,12000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9023,56,7Codex of Shadow Protection III,16,56,0,0, 0,16,1143,1.00,12000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8942,56,7Libram: Seal of Righteousness V,2,56,0,0, 0,2,1155,1.00,12000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8794,56,7Book of Healing Touch X,1024,56,0,0, 0,1024,1317,1.00,12000,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9175,58,7Tablet of Rockbiter Weapon V,64,58,0,0, 0,64,5563,1.00,13250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9171,58,7Tablet of Magma Totem IV,64,58,0,0, 0,64,5563,1.00,13250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9027,58,7Codex of Mind Blast IX,16,58,0,0, 0,16,1143,1.00,13250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9024,58,7Codex of Mind Control III,16,58,0,0, 0,16,1143,1.00,13250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8889,58,7Tome of Conjure Mana Gem IV,128,58,0,0, 0,128,1103,1.00,13250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8887,58,7Tome of Scorch VII,128,58,0,0, 0,128,1103,1.00,13250,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9035,60,7Codex of Holy Word: Shield X,16,60,0,0, 0,16,1143,1.00,14750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9032,60,7Codex of Prayer of Healing IV,16,60,0,0, 0,16,1143,1.00,14750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8800,60,7Book of Regrowth IX,1024,60,0,0, 0,1024,1317,1.00,14750,6,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9190,1,7Grimoire of Immolate,256,1,0,0, 0,256,1246,1.00,2,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1087,4,7Codex of Shadow Word: Pain,16,4,0,0, 0,16,1143,1.00,10,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1231,6,7Grimoire of Shadow Bolt II,256,6,0,0, 0,256,1246,1.00,25,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1084,8,7Codex of Renew,16,8,0,0, 0,16,1143,1.00,50,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9195,10,7Grimoire of Drain Soul,256,10,0,0, 0,256,1246,1.00,75,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8958,10,7Codex of Mind Blast,16,10,0,0, 0,16,1143,1.00,75,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,989,10,7Tome of Frost Nova,128,10,0,0, 0,128,1103,1.00,75,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4198,12,7Grimoire of Soul Funnel,256,12,0,0, 0,256,1246,1.00,250,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4143,12,7Tome of Conjure Food II,128,12,0,0, 0,128,1103,1.00,125,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8961,14,7Codex of Psychic Scream,16,14,0,0, 0,16,1143,1.00,225,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5149,14,7Book of Wrath III,1024,14,0,0, 0,1024,1317,1.00,225,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3091,14,7Tome of Arcane Intellect II,128,14,0,0, 0,128,1103,1.00,225,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5660,16,7Libram: Seal of Righteousness,2,16,0,0, 0,2,1155,1.00,325,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1681,16,7Grimoire of Cripple,256,16,0,0, 0,256,1246,1.00,450,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8756,18,7Book of Regrowth II,1024,18,0,0, 0,1024,1317,1.00,550,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1229,18,7Grimoire of Create Soulstone,256,18,0,0, 0,256,1246,1.00,550,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9205,20,7Grimoire of Curse of Agony II,256,20,0,0, 0,256,1246,1.00,725,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5163,20,7Book of Mark of the Wild III,1024,20,0,0, 0,1024,1317,1.00,725,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4267,20,7Codex of Shadow Word: Fumble,16,20,0,0, 0,16,1143,1.00,750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4215,20,7Grimoire of Rain of Fire,256,20,0,0, 0,256,1246,1.00,725,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3138,20,7Grimoire of Shadow Bolt IV,256,20,0,0, 0,256,1246,1.00,725,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9065,22,7Tablet of Fire Nova Totem II,64,22,0,0, 0,64,5563,1.00,1050,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8967,22,7Codex of Mind Blast III,16,22,0,0, 0,16,1143,1.00,1050,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1244,22,7Grimoire of Demon Armor,256,22,0,0, 0,256,1246,1.00,1050,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4280,24,7Codex of Holy Word: Shield IV,16,24,0,0, 0,16,1143,1.00,1325,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1224,24,7Grimoire of Sense Demons,256,24,0,0, 0,256,1246,1.00,1325,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1239,26,7Grimoire of Siphon Mana,256,26,0,0, 0,256,1246,1.00,1675,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5709,28,7Tablet of Water Walking,64,28,0,0, 0,64,5563,1.00,1750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4270,28,7Codex of Heal III,16,28,0,0, 0,16,1143,1.00,2025,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9217,30,7Grimoire of Life Tap III,256,30,0,0, 0,256,1246,1.00,2425,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9080,30,7Tablet of Nature Resistance Totem,64,30,0,0, 0,64,5563,1.00,2425,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8975,30,7Codex of Fade III,16,30,0,0, 0,16,1143,1.00,2425,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4214,30,7Grimoire of Life Drain III,256,30,0,0, 0,256,1246,1.00,2425,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3133,30,7Tablet of Mana Totem,64,30,0,0, 0,64,5563,1.00,2000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9222,32,7Grimoire of Curse of the Elements,256,32,0,0, 0,256,1246,1.00,2750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9221,32,7Grimoire of Curse of Agony III,256,32,0,0, 0,256,1246,1.00,2750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8976,32,7Codex of Abolish Disease,16,32,0,0, 0,16,1143,1.00,2750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4230,32,7Book of Healing Touch VI,1024,32,0,0, 0,1024,1317,1.00,2750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4186,32,7Tablet of Fire Resistance,64,32,0,0, 0,64,5563,1.00,2500,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4177,32,7Tablet of Nature Resistance,64,32,0,0, 0,64,5563,1.00,2500,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1101,32,7Codex of Renew V,16,32,0,0, 0,16,1143,1.00,2750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9090,34,7Tablet of Frostbrand Weapon II,64,34,0,0, 0,64,5563,1.00,3250,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8769,34,7Book of Thorns IV,1024,34,0,0, 0,1024,1317,1.00,3250,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8768,34,7Book of Starfire III,1024,34,0,0, 0,1024,1317,1.00,3250,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,17412,36,7zzOLDCodex of Prayer of Fortitude,,36,0,0, 0,,1143,1.00,2,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8833,36,7Tome of Mana Shield III,128,36,0,0, 0,128,1103,1.00,3750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5674,36,7Libram: Exorcism III,2,36,0,0, 0,2,1155,1.00,3750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5662,36,7Libram: Seal of Righteousness III,2,36,0,0, 0,2,1155,1.00,3750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8983,38,7Codex of Flash Heal IV,16,38,0,0, 0,16,1143,1.00,4500,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4181,38,7Tablet of Agitating Totem IV,64,38,0,0, 0,64,5563,1.00,4250,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9184,40,7Tablet of Flame Shock IV,64,40,0,0, 0,64,5563,1.00,5000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9100,40,7Tablet of Lightning Shield V,64,40,0,0, 0,64,5563,1.00,5000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8987,40,7Codex of Holy Protection II,16,40,0,0, 0,16,1143,1.00,5000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5715,40,7Tablet of Lightning Storm III,64,40,0,0, 0,64,5563,1.00,5000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3099,40,7Tome of Ice Armor II,128,40,0,0, 0,128,1103,1.00,5000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8996,42,7Codex of Resurrection III,16,42,0,0, 0,16,1143,1.00,5500,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8929,44,7Libram: Exorcism IV,2,44,0,0, 0,2,1155,1.00,6250,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8856,44,7Tome of Frostbolt VIII,128,44,0,0, 0,128,1103,1.00,6250,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8782,44,7Book of Thorns V,1024,44,0,0, 0,1024,1317,1.00,6250,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9136,46,7Tablet of Mana Font Totem III,64,46,0,0, 0,64,5563,1.00,7000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9143,48,7Tablet of Healing Wave VIII,64,48,0,0, 0,64,5563,1.00,7750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8863,48,7Tome of Dampen Magic IV,128,48,0,0, 0,128,1103,1.00,7750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8781,48,7Book of Regrowth VII,1024,48,0,0, 0,1024,1317,1.00,7750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8936,50,7Libram: Seal of Wrath III,2,50,0,0, 0,2,1155,1.00,8750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8867,50,7Tome of Frostbolt IX,128,50,0,0, 0,128,1103,1.00,8750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8865,50,7Tome of Ice Armor III,128,50,0,0, 0,128,1103,1.00,8750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5683,50,7Libram: Divine Shield II,2,50,0,0, 0,2,1155,1.00,8750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9014,52,7Codex of Mind Soothe III,16,52,0,0, 0,16,1143,1.00,10000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8871,52,7Tome of Conjure Food VI,128,52,0,0, 0,128,1103,1.00,10000,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,9156,54,7Tablet of Molten Blast VII,64,54,0,0, 0,64,5563,1.00,8750,7,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8793,54,7Book of Wrath VIII,1024,54,0,0, 0,1024,1317,1.00,7000,7,0,,,,,,,,,,,,,,,,,,,,,
